中交206,,494630.153,4038533.910,54.513
中交207,,494632.300,4038531.680,54.035
中交208,,494600.752,4038440.473,34.406
中交209,,494595.416,4038439.033,34.162
中交210,,494589.689,4038437.745,33.919
中交211,,494583.642,4038436.528,33.383
中交212,,494577.809,4038435.328,32.903
中交213,,494576.466,4038438.499,35.098
中交214,,494582.526,4038439.590,34.971
中交215,,494587.663,4038438.686,34.493
中交216,,494590.887,4038440.999,35.119
中交217,,494594.660,4038443.844,35.946
中交218,,494599.354,4038444.630,36.313
中交219,,494599.387,4038442.915,35.880
中交220,,494597.221,4038447.027,35.918
中交221,,494593.219,4038447.424,35.818
中交222,,494590.032,4038446.140,35.712
中交223,,494585.439,4038444.788,35.133
中交224,,494585.589,4038448.405,36.773
中交225,,494588.598,4038449.356,36.574
中交226,,494590.950,4038451.613,37.443
中交227,,494593.718,4038451.109,37.455
中交228,,494582.792,4038446.127,35.951
中交229,,494579.051,4038443.791,35.018
中交230,,494577.967,4038446.417,36.179
中交231,,494575.407,4038444.041,34.903
中交232,,494576.712,4038441.952,35.110
中交233,,494573.982,4038441.689,34.672
中交234,,494572.893,4038438.552,34.626
中交235,,494570.407,4038438.201,34.809
中交236,,494567.044,4038437.729,35.094
中交237,,494562.712,4038438.034,35.635
中交238,,494559.336,4038437.213,36.095
中交239,,494555.753,4038437.954,36.862
中交240,,494553.088,4038439.960,37.108
中交241,,494548.631,4038442.522,37.682
中交242,,494545.104,4038445.178,37.880
中交243,,494543.357,4038448.356,38.842
中交244,,494542.746,4038451.379,39.023
中交245,,494539.146,4038453.221,39.763
中交246,,494535.168,4038454.669,40.290
中交247,,494531.591,4038455.596,40.150
中交248,,494527.189,4038459.635,40.446
中交249,,494523.702,4038461.903,40.950
中交250,,494520.272,4038464.706,40.743
中交251,,494516.149,4038468.119,40.979
中交252,,494513.415,4038471.420,40.999
中交253,,494510.501,4038472.834,40.893
中交254,,494512.522,4038474.128,41.675
中交255,,494504.929,4038479.830,40.944
中交256,,494507.505,4038481.077,41.494
中交257,,494506.516,4038483.204,41.994
中交258,,494504.391,4038485.298,41.881
中交259,,494502.101,4038483.695,40.689
中交260,,494502.295,4038487.219,41.462
中交261,,494499.578,4038486.703,40.366
中交262,,494500.592,4038491.129,41.668
中交263,,494500.488,4038491.547,41.827
中交264,,494498.044,4038490.578,40.488
中交265,,494498.311,4038494.120,41.059
中交266,,494497.158,4038497.183,41.431
中交267,,494494.696,4038496.019,40.545
中交268,,494493.052,4038499.697,39.789
中交269,,494490.788,4038502.788,39.744
中交270,,494489.230,4038506.971,39.485
中交271,,494488.451,4038512.251,39.908
中交272,,494487.555,4038516.459,40.003
中交273,,494486.746,4038519.649,40.080
中交274,,494485.579,4038524.986,39.749
中交275,,494485.937,4038528.773,39.719
中交276,,494485.446,4038534.075,39.335
中交277,,494484.615,4038539.463,40.056
中交278,,494483.765,4038544.000,39.617
中交279,,494482.835,4038547.348,39.667
中交280,,494486.221,4038546.756,39.800
中交281,,494488.731,4038544.900,40.408
中交282,,494488.597,4038541.065,40.265
中交283,,494487.799,4038536.910,40.383
中交284,,494489.788,4038534.242,40.818
中交285,,494493.023,4038533.766,42.015
中交286,,494493.048,4038535.125,41.756
